"Date & Time","use [kWh]","gen [kWh]","Outlet #1 [kWh]","Outlet #2 [kWh]","Outlet #3 [kWh]","Outlet #4 [kWh]","Solar Power [kWh]","Generator Power [kWh]","Grid Power [kWh]","DC Outlets [kWh]","Battery Voltage [Vs]","AC Voltage [Vs]","AC Frequency [Hzs]","out1ap [kWh]","out2ap [kWh]","out3ap [kWh]","out4ap [kWh]","Ap Grid [kWh]"
2014-03-20 00:00:00,35.434946389,718.500373889,207.784774722,39.676267222,99.719968611,199.792689167,718.500373889,7.561196667,27.873749722,-193.015970556,470740109646.000020000,2801391422713.999700000,3043677858368.999900000,207.226371944,38.620867778,99.114001944,199.248423333,28.205629444
2014-03-19 00:00:00,31.860185556,717.266064167,207.781132222,38.654057778,99.716448611,199.302883611,717.266064167,3.986435833,27.873749722,-191.947696944,468608214518.000000000,2787559911165.999700000,3035505676496.000200000,207.228111667,37.600828611,99.115361944,198.760394167,28.214758611
2014-03-18 00:00:00,27.969796667,717.398990833,207.779551111,38.301581111,99.715145556,198.137123056,717.398990833,0.096046944,27.873749722,-191.001980000,466513360731.999990000,2783542185569.000200000,3016590841288.999900000,207.228571389,37.248775556,99.117010556,197.594755556,28.225758333
2014-03-17 00:00:00,27.970917778,717.455740278,207.779078056,38.301580000,99.714490833,198.137117778,717.455740278,0.097168056,27.873749722,-190.119991111,464444219629.000000000,2783401864021.000200000,2989761313460.999700000,207.228100278,37.249263611,99.116356389,197.594937500,28.226941667
2014-03-16 00:00:00,27.971994722,717.501405278,207.778514722,38.301579722,99.713817500,198.137116667,717.501405278,0.098245000,27.873749722,-189.229539444,462368021356.000060000,2783261246194.000200000,2962150073751.000100000,207.227536944,37.249746667,99.115683056,197.595131111,28.228136111
2014-03-15 00:00:00,27.972843889,717.550681389,207.778015278,38.301579722,99.713193333,198.137106389,717.550681389,0.099094167,27.873749722,-188.274290000,460286848432.999960000,2783122319847.999800000,2936116218307.999900000,207.227037500,37.250261944,99.115058889,197.595250000,28.229212778
2014-03-14 00:00:00,27.973552778,717.595695833,207.777455833,38.301579444,99.712550000,198.137089167,717.595695833,0.099803056,27.873749722,-187.269689167,458197855519.999980000,2782984123765.000100000,2910386126549.000100000,207.226478333,37.250802222,99.114415833,197.595328611,28.230279444
2014-03-13 00:00:00,27.974166111,717.635824444,207.776864167,38.301578889,99.711885556,198.137056944,717.635824444,0.100416389,27.873749722,-186.254906389,456100642469.999960000,2782846389975.000000000,2885409279886.999700000,207.225886667,37.251338056,99.113751389,197.595362500,28.231366111
2014-03-12 00:00:00,27.974729444,717.691558889,207.776373056,38.301578611,99.711174722,198.136957778,717.691558889,0.100979722,27.873749722,-185.237847222,453995464431.000050000,2782710256694.999900000,2863031786662.999900000,207.225395556,37.251763889,99.113040556,197.595304167,28.232391944
2014-03-11 00:00:00,27.975242778,717.766826389,207.776048333,38.301577222,99.710549444,198.136735556,717.766826389,0.101493056,27.873749722,-184.225565000,451884338699.999980000,2782576642100.999900000,2843728496176.000200000,207.225071111,37.252055000,99.112415278,197.595085833,28.233270833
2014-03-10 00:00:00,27.975925000,717.462058333,207.775897500,38.301575556,99.710125833,198.136478889,717.462058333,0.102175278,27.873749722,-183.196605556,449760334802.999970000,2782442819352.999900000,2824443072551.000100000,207.224943333,37.252307222,99.111991667,197.594850278,28.234238056
2014-03-09 00:00:00,27.976617778,713.832146389,207.775764444,38.301573056,99.709795278,198.136291111,713.832146389,0.102868056,27.873749722,-182.150020556,447626071925.999990000,2782308309517.999800000,2803952053374.000100000,207.224873889,37.252654722,99.111685000,197.594668611,28.235212222
2014-03-08 00:00:00,27.977419444,710.209621667,207.775568056,38.301572778,99.709340278,198.136118611,710.209621667,0.103669722,27.873749722,-181.153269167,445525856893.000000000,2782172605939.000200000,2783514845566.999900000,207.224716667,37.252988611,99.111230833,197.594576389,28.236348056
2014-03-07 00:00:00,27.978560000,707.272104167,207.775257778,38.301572500,99.708792500,198.136082500,707.272104167,0.104810278,27.873749722,-180.216077222,443463934001.000040000,2782033828442.000100000,2758318632955.999900000,207.224428889,37.253451389,99.110684167,197.594725278,28.237727222
2014-03-06 00:00:00,27.978750833,704.097128333,207.772219722,37.391534722,99.706189444,195.333358056,704.097128333,0.105001111,27.873749722,-179.326936111,441431569304.000020000,2769672010259.000000000,2744042326836.000000000,207.228052222,36.345722222,99.117219444,194.794106667,28.236409167
2014-03-05 00:00:00,27.977615833,700.480620278,207.767844444,35.623951111,99.702410833,191.689670000,700.480620278,0.103866111,27.873749722,-178.437477500,439376178282.999990000,2749697971007.000200000,2739721956816.999900000,207.234405278,34.579971389,99.126826111,191.152193056,28.233171389
2014-03-04 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538124098.999970000,2741616626633.999900000,2737973320497.999700000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-03-03 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538119778.999980000,2741616583434.000000000,2737973313298.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-03-02 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538115458.999990000,2741616540234.000000000,2737973306097.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-03-01 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538111139.000050000,2741616497034.000100000,2737973298898.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-28 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538106818.999940000,2741616453834.000200000,2737973291697.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-27 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538102498.999950000,2741616410633.999700000,2737973284498.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-26 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538098179.000020000,2741616367433.999700000,2737973277297.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-25 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538093859.000020000,2741616324233.999800000,2737973270098.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-24 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538089539.000030000,2741616281033.999900000,2737973262897.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-23 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538085218.999980000,2741616237833.999900000,2737973255698.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-22 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538080898.999980000,2741616194634.000000000,2737973248497.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-21 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538076578.999990000,2741616151434.000100000,2737973241298.000200000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-20 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538072259.000000000,2741616108234.000200000,2737973234097.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-19 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538067939.000010000,2741616065034.000200000,2737973226898.000200000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-18 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538063618.999950000,2741616021833.999700000,2737973219697.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-17 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538059298.999960000,2741615978633.999800000,2737973212498.000200000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-16 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538054978.999970000,2741615935433.999800000,2737973205297.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-15 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538050659.000030000,2741615892233.999900000,2737973198098.000200000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-14 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538046339.000040000,2741615849034.000000000,2737973190898.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-13 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538042018.999930000,2741615805834.000100000,2737973183697.999700000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-12 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538037699.000000000,2741615762634.000100000,2737973176498.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-11 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538033379.000000000,2741615719434.000200000,2737973169297.999700000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-10 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538029059.000010000,2741615676233.999700000,2737973162098.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-09 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538024739.000020000,2741615633033.999800000,2737973154897.999700000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-08 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538020418.999960000,2741615589833.999800000,2737973147698.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-07 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538016098.999970000,2741615546633.999900000,2737973140497.999700000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-06 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538011778.999980000,2741615503434.000000000,2737973133298.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-05 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538007458.999990000,2741615460234.000000000,2737973126097.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-04 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438538003139.000050000,2741615417034.000100000,2737973118898.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-03 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537998818.999940000,2741615373834.000200000,2737973111697.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-02 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537994498.999950000,2741615330633.999700000,2737973104498.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-02-01 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537990179.000020000,2741615287433.999700000,2737973097297.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-31 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537985859.000020000,2741615244233.999800000,2737973090098.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-30 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537981539.000030000,2741615201033.999900000,2737973082897.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-29 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537977218.999980000,2741615157833.999900000,2737973075698.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-28 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537972898.999980000,2741615114634.000000000,2737973068497.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-27 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537968578.999990000,2741615071434.000100000,2737973061298.000200000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-26 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537964259.000000000,2741615028234.000200000,2737973054097.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-25 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537959939.000010000,2741614985034.000200000,2737973046898.000200000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-24 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537955618.999950000,2741614941833.999700000,2737973039697.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-23 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537951298.999960000,2741614898633.999800000,2737973032498.000200000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-22 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537946978.999970000,2741614855433.999800000,2737973025297.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-21 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537942659.000030000,2741614812233.999900000,2737973018098.000200000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-20 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537938339.000040000,2741614769034.000000000,2737973010898.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-19 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537934018.999930000,2741614725834.000100000,2737973003697.999700000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-18 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537929699.000000000,2741614682634.000100000,2737972996498.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-17 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537925379.000000000,2741614639434.000200000,2737972989297.999700000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-16 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537921059.000010000,2741614596233.999700000,2737972982098.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-15 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537916739.000020000,2741614553033.999800000,2737972974897.999700000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-14 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537912418.999960000,2741614509833.999800000,2737972967698.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-13 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537908098.999970000,2741614466633.999900000,2737972960497.999700000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-12 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537903778.999980000,2741614423434.000000000,2737972953298.000000000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-11 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537899458.999990000,2741614380234.000000000,2737972946097.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-10 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537895139.000050000,2741614337034.000100000,2737972938898.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-09 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537890818.999940000,2741614293834.000200000,2737972931697.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-08 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537886498.999950000,2741614250633.999700000,2737972924498.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-07 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537882179.000020000,2741614207433.999700000,2737972917297.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-06 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537877859.000020000,2741614164233.999800000,2737972910098.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-05 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537873539.000030000,2741614121033.999900000,2737972902897.999800000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-04 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537869218.999980000,2741614077833.999900000,2737972895698.000100000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-03 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537864898.999980000,2741614034634.000000000,2737972888497.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-02 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537860578.999990000,2741613991434.000100000,2737972881298.000200000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
2014-01-01 00:00:00,27.977039444,700.427770278,207.765973611,35.275760000,99.700930556,190.404870000,700.427770278,0.103289722,27.873749722,-178.082160278,438537856259.000000000,2741613948234.000200000,2737972874097.999900000,207.236151944,34.231968056,99.129889722,189.867605833,28.232083611
