"Date & Time","use [kWh]","gen [kWh]","Outlet #1 [kWh]","Outlet #2 [kWh]","Outlet #3 [kWh]","Outlet #4 [kWh]","Solar Power [kWh]","Generator Power [kWh]","Grid Power [kWh]","DC Outlets [kWh]","Battery Voltage [Vs]","AC Voltage [Vs]","AC Frequency [Hzs]","out1ap [kWh]","out2ap [kWh]","out3ap [kWh]","out4ap [kWh]","Ap Grid [kWh]"
2014-08-24 00:00:00,43.419261944,1276.742945000,283.563654167,54.840068611,153.216261667,384.806421667,1276.742945000,15.545452500,27.873809444,-353.386873889,815073497031.999940000,5585481335325.000200000,3994357756363.999800000,282.353768333,52.929804167,152.289851944,383.968180833,28.486831944
2014-08-23 00:00:00,43.418219167,1272.459865556,283.558617778,54.835787778,152.669882500,383.844275000,1272.459865556,15.544409722,27.873809444,-352.382611389,812845421828.999990000,5565495156444.000000000,3990037372900.000200000,282.353841667,52.931575278,151.745681944,383.009055278,28.484978333
2014-08-22 00:00:00,43.417545556,1268.422932500,281.978423056,54.832013611,152.147152222,382.756138889,1268.422932500,15.543736111,27.873809444,-351.381316944,810643471422.000050000,5545516023501.000400000,3985716991596.000100000,280.777563611,52.935446944,151.227380556,381.923150000,28.482145833
2014-08-21 00:00:00,43.416826667,1263.786006667,280.980319722,54.828330278,151.820136944,380.797800278,1263.786006667,15.543017222,27.873809444,-350.385242778,808432788995.000000000,5525541721908.999600000,3981396610507.000000000,279.783403056,52.939035556,150.902173056,379.965767500,28.479519444
2014-08-20 00:00:00,43.415907778,1259.261404722,279.541969722,54.824503889,151.216370000,379.489624167,1259.261404722,15.542098333,27.873809444,-349.383491944,806218643345.000020000,5505564955821.000300000,3977076227268.000200000,278.349137222,52.942594444,150.298448333,378.658862222,28.476553611
2014-08-19 00:00:00,43.415761667,1254.561656389,278.117049444,54.820815556,150.796721667,378.528825278,1254.561656389,15.541952222,27.873809444,-348.375588889,803996193943.000070000,5485586789024.000100000,3972755843256.000200000,276.927671667,52.946575556,149.879168889,377.700713889,28.474276667
2014-08-18 00:00:00,43.416241667,1250.657998611,276.951874444,54.817178889,150.444827222,377.647295556,1250.657998611,15.542432222,27.873809444,-347.365961667,801777065521.000020000,5465610527894.999900000,3968435459481.999800000,275.765942500,52.950779444,149.527300278,376.821657778,28.472839722
2014-08-17 00:00:00,43.417914444,1247.200591111,276.947813333,54.813617222,149.934617222,376.184510278,1247.200591111,15.544105000,27.873809444,-346.357373333,799557783556.999920000,5445633031631.000000000,3964115076843.000000000,275.769287500,52.955561389,149.017106389,375.360776389,28.472915833
2014-08-16 00:00:00,43.417096389,1243.530517778,276.943054722,54.809467222,149.505831111,374.702304167,1243.530517778,15.543286944,27.873809444,-345.342770000,797330646379.999990000,5425639902789.000200000,3959794694092.000100000,275.770100833,52.957760278,148.591170556,373.880020556,28.471123056
2014-08-15 00:00:00,43.417040556,1239.163650556,276.938782222,54.805806111,148.759531944,373.123762778,1239.163650556,15.543231111,27.873809444,-344.330405000,795102392552.999970000,5405654373027.000400000,3955474311531.999700000,275.771990278,52.961237778,147.848706944,372.302838056,28.469858056
2014-08-14 00:00:00,43.416425556,1234.251157778,276.156485556,54.801656944,148.573870556,371.876932778,1234.251157778,15.542616111,27.873809444,-343.320863889,792884716802.000040000,5385676846802.999900000,3951153928033.999800000,274.993243889,52.963680000,147.665139167,371.058680556,28.467771111
2014-08-13 00:00:00,43.415816389,1230.425750833,276.151560833,54.797499722,148.025268611,370.327193889,1230.425750833,15.542006944,27.873809444,-342.314000278,790683876473.999970000,5365692102886.000200000,3946833544383.000100000,274.993823056,52.965996111,147.119341111,369.509875278,28.466094722
2014-08-12 00:00:00,43.414569444,1226.275128611,275.662571111,54.793676667,147.624655278,367.108735833,1226.275128611,15.540760000,27.873809444,-341.309256389,788470508259.000060000,5345725244760.000100000,3942513163651.000200000,274.509926944,52.969593611,146.722775833,366.292235000,28.463230000
2014-08-11 00:00:00,43.413751944,1221.969271667,274.827722778,54.789981389,147.123654167,365.682334722,1221.969271667,15.539942500,27.873809444,-340.297242778,786251191049.999950000,5325752893576.999900000,3938192780461.999700000,273.678400556,52.972805833,146.226243611,364.867536111,28.460721944
